Model number,sSpec number,Cores,Frequency,Turbo,L2 cache,L3 cache,TDP,Socket,I/O bus,Memory,Release date,Part number(s),Release price (USD),Turbo Boost all-core/2.0 (/max. 3.0),GPU model,GPU frequency,vteIntel processors,vteIntel processors.1,Turbo Boost all-core/2.0),FSB,Mult.,Voltage,Mult,Front side bus,Multiplier,Release price,L2 Cache,Turbo Boost all-core/max turbo,Turbo Boost all-core/max turbo 2.0/max turbo 3.0,Threads
Xeon E7-4890 v2,SR1GL (D1),15.0,2.8,4/4/4/4/4/4/4/ 4/4/4/4/4/4/5/6,15 × 256 KB,37.5 MB,155 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601272412,$6619,,,,,,,,,,,,,,,,,
Xeon E7-8893 v2,SR1GZ (D1),6.0,3.4,1/1/1/1/2/3,6 × 256 KB,37.5 MB,155 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601454907,$6841,,,,,,,,,,,,,,,,,
Xeon E7-8891 v2,SR1GW (D1),10.0,3.2,3/3/3/3/3/3/3/ 3/4/5,10 × 256 KB,37.5 MB,155 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601377422,$6841,,,,,,,,,,,,,,,,,
Xeon E7-8850 v2,SR1GK (D1),12.0,2.3,3/3/3/3/3/3/3/ 3/3/3/4/5,12 × 256 KB,24 MB,105 W,LGA 2011-1,3× 7.2 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601272306,$3059,,,,,,,,,,,,,,,,,
Xeon E7-8857 v2,SR1GT (D1),12.0,3.0,4/4/4/4/4/4/4/ 4/4/4/5/6,12 × 256 KB,30 MB,130 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601275912,$3838,,,,,,,,,,,,,,,,,
Xeon E7-8870 v2,SR1GJ (D1),15.0,2.3,4/4/4/4/4/4/4/ 4/4/4/4/4/4/5/6,15 × 256 KB,30 MB,130 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601272006,$4616,,,,,,,,,,,,,,,,,
Xeon E7-8880 v2,SR1GH (D1),15.0,2.5,4/4/4/4/4/4/4/ 4/4/4/4/4/4/5/6,15 × 256 KB,37.5 MB,130 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601271810,$5729,,,,,,,,,,,,,,,,,
Xeon E7-8880L v2,SR1GS (D1),15.0,2.2,4/4/4/4/4/4/4/ 4/4/4/4/4/4/5/6,15 × 256 KB,37.5 MB,105 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601275812,$5729,,,,,,,,,,,,,,,,,
Xeon E7-8890 v2,SR1ET (D1),15.0,2.8,4/4/4/4/4/4/4/ 4/4/4/4/4/4/5/6,15 × 256 KB,37.5 MB,155 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601213513,$6841,,,,,,,,,,,,,,,,,
Xeon E7-8895 v2,SR1NR (D1),15.0,2.8,4/4/4/4/4/6/6/ 6/6/7/7/7/7/8/8,15 × 256 KB,37.5 MB,155 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR3-1600,2014-02-18,CM8063601589723,OEM for Oracle,,,,,,,,,,,,,,,,,
Xeon E3-1205 v6,SR32D (B0),4,3.0,—,4 × 256 KB,8 MB,65 W,LGA 1151,DMI 3.0,,2017-03-01,CM8067702871025,$193,,HD Graphics P630,350–1000 MHz,,,,,,,,,,,,,,4
Xeon E3-1220 v6,SR329 (B0),4,3.0,3.5 GHz,4 × 256 KB,8 MB,72 W,LGA 1151,DMI 3.0,,2017-03-01,BX80677E31220V6 CM8067702870812,$193,,—,—,,,,,,,,,,,,,,4
Xeon E3-1225 v6,SR32C (B0),4,3.3,3.7 GHz,4 × 256 KB,8 MB,73 W,LGA 1151,DMI 3.0,,2017-03-01,BX80677E31225V6 CM8067702871024,$213,,HD Graphics P630,350–1150 MHz,,,,,,,,,,,,,,4
Xeon E3-1230 v6,SR328 (B0),4,3.5,3.9 GHz,4 × 256 KB,8 MB,72 W,LGA 1151,DMI 3.0,,2017-03-01,BX80677E31230V6 CM8067702870650,$250,,—,—,,,,,,,,,,,,,,8
Xeon E3-1240 v6,SR327 (B0),4,3.7,4.1 GHz,4 × 256 KB,8 MB,72 W,LGA 1151,DMI 3.0,,2017-03-01,BX80677E31240V6 CM8067702870649,$272,,—,—,,,,,,,,,,,,,,8
Xeon E3-1245 v6,SR32B (B0),4,3.7,4.1 GHz,4 × 256 KB,8 MB,73 W,LGA 1151,DMI 3.0,,2017-03-01,BX80677E31245V6 CM8067702870932,$284,,HD Graphics P630,350–1150 MHz,,,,,,,,,,,,,,8
Xeon E3-1270 v6,SR326 (B0),4,3.8,4.2 GHz,4 × 256 KB,8 MB,72 W,LGA 1151,DMI 3.0,,2017-03-01,BX80677E31270V6 CM8067702870648,$328,,—,—,,,,,,,,,,,,,,8
Xeon E3-1275 v6,SR32A (B0),4,3.8,4.2 GHz,4 × 256 KB,8 MB,73 W,LGA 1151,DMI 3.0,,2017-03-01,BX80677E31275V6 CM8067702870931,$339,,HD Graphics P630,350–1150 MHz,,,,,,,,,,,,,,8
Xeon E3-1280 v6,SR325 (B0),4,3.9,4.2 GHz,4 × 256 KB,8 MB,72 W,LGA 1151,DMI 3.0,,2017-03-01,CM8067702870647,$383,,—,—,,,,,,,,,,,,,,8
Xeon E3-1285 v6,SR373 (B0),4,4.1,4.5 GHz,4 × 256 KB,8 MB,79 W,LGA 1151,DMI 3.0,,2017-08-01,CM8067702870937,$450,,HD Graphics P630,350–1150 MHz,,,,,,,,,,,,,,8
Xeon E3-1505M v6,SR32K (B0),4,3.0,6/7/8/10,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,2017-01-01,CL8067702869709,$434,,HD Graphics P630,350–1100 MHz,,,,,,,,,,,,,,8
Xeon E3-1535M v6,SR32H (B0),4,3.1,8/9/10/11,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,2017-01-01,CL8067702869614,$623,,HD Graphics P630,350–1100 MHz,,,,,,,,,,,,,,8
Xeon E3-1501M v6,SR3F0 (B0),4,2.9,3.6 GHz,4 × 256 KB,6 MB,45 W,BGA 1440,DMI 3.0,,2017-06-01,CL8067703401003,$306,,HD Graphics P630,350–1000 MHz,,,,,,,,,,,,,,4
Xeon E3-1501L v6,SR3EZ (B0),4,2.1,2.9 GHz,4 × 256 KB,6 MB,25 W,BGA 1440,DMI 3.0,,2017-06-01,CL8067703400904,$306,,HD Graphics P630,350–1000 MHz,,,,,,,,,,,,,,4
Xeon E3-1505L v6,SR34X (B0),4,2.2,3.0 GHz,4 × 256 KB,8 MB,25 W,BGA 1440,DMI 3.0,,2017-01-01,CL8067703022209,$433,,HD Graphics P630,350–1000 MHz,,,,,,,,,,,,,,8
Xeon X3430,SLBLJ (B1),4.0,2.4,1/1/2/3,4 × 256 KB,8 MB,95 W,LGA 1156,DMI,2 × DDR3-1333,2009-09-08,BX80605X3430 BV80605001914AG,$189,,,,,,,,18×,0.65–1.40 V,,,,,,,,
Xeon X3440,SLBLF (B1),4.0,2.53,1/1/2/3,4 × 256 KB,8 MB,95 W,LGA 1156,DMI,2 × DDR3-1333,2009-09-08,BX80605X3440 BV80605002517AQ,$215,,,,,,,,19×,0.65–1.40 V,,,,,,,,
Xeon X3450,SLBLD (B1),4.0,2.67,1/1/4/4,4 × 256 KB,8 MB,95 W,LGA 1156,DMI,2 × DDR3-1333,2009-09-08,BX80605X3450 BV80605001911AQ,$241,,,,,,,,20×,0.65–1.40 V,,,,,,,,
Xeon X3460,SLBJK (B1),4.0,2.8,1/1/4/5,4 × 256 KB,8 MB,95 W,LGA 1156,DMI,2 × DDR3-1333,2009-09-08,BX80605X3460 BV80605001908AL,$316,,,,,,,,21×,0.65–1.40 V,,,,,,,,
Xeon X3470,SLBJH (B1),4.0,2.93,2/2/4/5,4 × 256 KB,8 MB,95 W,LGA 1156,DMI,2 × DDR3-1333,2009-09-08,BX80605X3470 BV80605001905AJ,$589,,,,,,,,22×,0.65–1.40 V,,,,,,,,
Xeon X3480,SLBPT (B1),4.0,3.07,2/2/4/5,4 × 256 KB,8 MB,95 W,LGA 1156,DMI,2 × DDR3-1333,2010-05-30,BX80605X3480 BV80605002505AH,$612,,,,,,,,23×,0.65–1.40 V,,,,,,,,
Xeon L3426,SLBN3 (B1),4.0,1.87,2/2/9/10,4 × 256 KB,8 MB,45 W,LGA 1156,DMI,2 × DDR3-1333,2009-09-08,BX80605L3426 BV80605004737AA,$284,,,,,,,,14×,0.65–1.40 V,,,,,,,,
Xeon W3503,SLBGD (D0),2.0,2.4,—,2× 256 KB,4 MB,130 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80601002868AA,OEM,,,,,,,,18×,0.8–1.225 V,,,,,,,,
Xeon W3505,SLBGC (D0),2.0,2.53,—,2× 256 KB,4 MB,130 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80601002865AA,OEM,,,,,,,,19×,0.8–1.225 V,,,,,,,,
Xeon W3520,SLBEW (D0),4.0,2.67,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80601000741AB,$284,,,,,,,,20×,0.8–1.375 V,,,,,,,,
Xeon W3530,SLBKR (D0),4.0,2.8,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2010-03-16,AT80601000897AB,$294,,,,,,,,21×,0.8–1.375 V,,,,,,,,
Xeon W3540,SLBEX (D0),4.0,2.93,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80601000921AB,$562,,,,,,,,22×,0.8–1.375 V,,,,,,,,
Xeon W3550,SLBEY (D0),4.0,3.07,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2009-08-09,AT80601002112AB,$562,,,,,,,,23×,0.8–1.375 V,,,,,,,,
Xeon W3565,SLBEV (D0),4.0,3.2,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2009-11-01,AT80601002727AB,$562,,,,,,,,24×,0.8–1.225 V,,,,,,,,
Xeon W3570,SLBES (D0),4.0,3.2,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,1 × 6.4 GT/s QPI,3 × DDR3-1333,2009-03-30,AT80601000918AB,$999,,,,,,,,24×,0.8–1.375 V,,,,,,,,
Xeon W3580,SLBET (D0),4.0,3.33,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,1 × 6.4 GT/s QPI,3 × DDR3-1333,2009-08-09,AT80601002274AB,$999,,,,,,,,25×,0.8–1.375 V,,,,,,,,
Xeon LC3518,SLBWH (B0),1.0,1.73,—,1 × 256 KB,2 MB,23 W,LGA 1366,DMI,2× DDR3-800,2010-02-11,AT80612002946AA,$192,,,,,,,,13×,0.75–1.35 V,,,,,,,,
Xeon LC3528,SLBWG (B0),2.0,1.73,1866 MHz,2 × 256 KB,4 MB,35 W,LGA 1366,DMI,2× DDR3-800,2010-02-11,AT80612002931AB,$302,,,,,,,,13×,0.75–1.35 V,,,,,,,,
Xeon EC3539,SLBWJ (B0),4.0,2.13,—,4 × 256 KB,8 MB,65 W,LGA 1366,DMI,3 × DDR3-1066,2010-02-11,AT80612003090AA,$302,,,,,,,,16×,0.75–1.35 V,,,,,,,,
Xeon L3403[4][5],SLBT9 (K0) SLBRX (C2),2.0,2.0,—,2 × 256 KB,4 MB,30 W,LGA 1156,DMI,2 × DDR3-1066,2010-10-01,CM80616005496AB,OEM,,,—,,,,,15×,0.65–1.40 V,,,,,,,,
Xeon L3406,SLBT8 (K0) SLBQQ (C2),2.0,2.27,2.53 GHz,2 × 256 KB,4 MB,30 W,LGA 1156,DMI,2 × DDR3-1066,2010-03-16,CM80616005010AA BX80616L3406,$189,,,—,,,,,17×,0.65–1.40 V,,,,,,,,
Xeon W3670,SLBVE (B1),6.0,3.2,1/1/1/1/2/2,6 × 256 KB,12 MB,130 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2010-08-29,AT80613005490AC BX80613W3670,$885,,,,,,,,24×,0.8–1.375 V,,,,,,,,
Xeon W3680,SLBV2 (B1),6.0,3.33,1/1/1/1/2/2,6 × 256 KB,12 MB,130 W,LGA 1366,1 × 6.4 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80613003543AF BX80613W3680,$999,,,,,,,,25×,0.8–1.375 V,,,,,,,,
Xeon W3690,SLBW2 (B1),6.0,3.47,1/1/1/1/2/2,6 × 256 KB,12 MB,130 W,LGA 1366,1 × 6.4 GT/s QPI,3 × DDR3-1333,2011-02-14,AT80613005931AB BX80613W3690,$999,,,,,,,,26×,0.8–1.375 V,,,,,,,,
Xeon E5502,SLBEZ (D0),2.0,1.87,—,2× 256 KB,4 MB,80 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-800,2009-03-30,AT80602000804AA,$188,,,,,,,,14×,0.75–1.35 V,,,,,,,,
Xeon E5503,SLBKD (D0),2.0,2.0,—,2× 256 KB,4 MB,80 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-800,2010-03-16,AT80602003636AA,$224,,,,,,,,15×,0.75–1.35 V,,,,,,,,
Xeon L5508,SLBGK (D0),2.0,2.0,2/3,2× 256 KB,8 MB,38 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80602002697AC,$440,,,,,,,,15×,0.75–1.35 V,,,,,,,,
Xeon E5504,SLBF9 (D0),4.0,2.0,—,4 × 256 KB,4 MB,80 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-800,2009-03-30,AT80602000801AA,$224,,,,,,,,15×,0.75–1.35 V,,,,,,,,
Xeon E5506,SLBF8 (D0),4.0,2.13,—,4 × 256 KB,4 MB,80 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-800,2009-03-30,AT80602000798AA,$266,,,,,,,,16×,0.75–1.35 V,,,,,,,,
Xeon E5507,SLBKC (D0),4.0,2.27,—,4 × 256 KB,4 MB,80 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-800,2010-03-16,AT80602000795AA,$266,,,,,,,,17×,0.75–1.35 V,,,,,,,,
Xeon E5520,SLBFD (D0),4.0,2.27,1/1/1/2,4 × 256 KB,8 MB,80 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80602002091AA,$373,,,,,,,,17×,0.75–1.35 V,,,,,,,,
Xeon E5530,SLBF7 (D0),4.0,2.4,1/1/1/2,4 × 256 KB,8 MB,80 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80602000792AA,$530,,,,,,,,18×,0.75–1.35 V,,,,,,,,
Xeon E5540,SLBF6 (D0),4.0,2.53,1/1/1/2,4 × 256 KB,8 MB,80 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80602000789AA,$774,,,,,,,,19×,0.75–1.35 V,,,,,,,,
Xeon X5550,SLBF5 (D0),4.0,2.67,2/2/3/3,4 × 256 KB,8 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2009-03-30,AT80602000771AA,$958,,,,,,,,20×,0.75–1.35 V,,,,,,,,
Xeon X5560,SLBF4 (D0),4.0,2.8,2/2/3/3,4 × 256 KB,8 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2009-03-30,AT80602000768AA,$1172,,,,,,,,21×,0.75–1.35 V,,,,,,,,
Xeon X5570,SLBF3 (D0),4.0,2.93,2/2/3/3,4 × 256 KB,8 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2009-03-30,AT80602000765AA,$1386,,,,,,,,22×,0.75–1.35 V,,,,,,,,
Xeon W5580,SLBF2 (D0),4.0,3.2,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2009-03-30,AT80602000756AD,$1600,,,,,,,,24×,0.75–1.35 V,,,,,,,,
Xeon W5590,SLBGE (D0),4.0,3.33,1/1/1/2,4 × 256 KB,8 MB,130 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2009-08-09,AT80602000753AA,$1600,,,,,,,,25×,0.75–1.35 V,,,,,,,,
Xeon L5506,SLBFH (D0),4.0,2.13,—,4 × 256 KB,4 MB,60 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-800,2009-03-30,AT80602002712AA,$423,,,,,,,,16×,0.75–1.35 V,,,,,,,,
Xeon L5518,SLBFW (D0),4.0,2.13,1/1/1/2,4 × 256 KB,8 MB,60 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80602002265AB,$551,,,,,,,,16×,0.75–1.35 V,,,,,,,,
Xeon L5520,SLBFA (D0),4.0,2.27,1/1/1/2,4 × 256 KB,8 MB,60 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2009-03-30,AT80602000810AA,$530,,,,,,,,17×,0.75–1.35 V,,,,,,,,
Xeon L5530,SLBGF (D0),4.0,2.4,1/1/1/2,4 × 256 KB,8 MB,60 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2009-08-09,AT80602002927AB,$744,,,,,,,,18×,0.75–1.35 V,,,,,,,,
Xeon EC5539,SLBWL (B0),2.0,2.27,—,2 × 256 KB,4 MB,65 W,LGA 1366,1 × 5.86 GT/s QPI,3 × DDR3-1333,2010-02-12,AT80612003861AB,$388,,,,,,,,17×,0.75–1.35 V,,,,,,,,
Xeon EC5509,SLBWM (B0),4.0,2.0,—,4 × 256 KB,8 MB,85 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2010-02-12,AT80612004740AA,$266,,,,,,,,15×,0.75–1.35 V,,,,,,,,
Xeon EC5549,SLBWP (B0),4.0,2.53,2933 MHz,4 × 256 KB,8 MB,85 W,LGA 1366,1 × 5.86 GT/s QPI,3 × DDR3-1333,2010-02-12,AT80612005712AB,$530,,,,,,,,19×,0.75–1.35 V,,,,,,,,
Xeon LC5518,SLBWF (B0),4.0,1.73,2133 MHz,4 × 256 KB,8 MB,48 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2010-02-12,AT80612002928AC,$519,,,,,,,,13×,0.75–1.35 V,,,,,,,,
Xeon LC5528,SLBWK (B0),4.0,2.13,2533 MHz,4 × 256 KB,8 MB,60 W,LGA 1366,1 × 4.8 GT/s QPI,3 × DDR3-1066,2010-02-12,AT80612003858AA,$519,,,,,,,,16×,0.75–1.35 V,,,,,,,,
Xeon X5698,SLC32 (B1),2.0,4.4,0/1,2 × 256 KB,12 MB,130 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2011-01-01,AT80614007314AA,OEM,,,,,,,,33×,0.75–1.35 V,,,,,,,,
Xeon E5603,SLC2F (B1),4.0,1.6,—,4 × 256 KB,4 MB,80 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-1066,2011-02-14,AT80614006954AA BX80614E5603,$188,,,,,,,,12×,0.75–1.35 V,,,,,,,,
Xeon E5606,SLC2N (B1),4.0,2.13,—,4 × 256 KB,8 MB,80 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-1066,2011-02-14,AT80614007290AE BX80614E5606,$219,,,,,,,,16×,0.75–1.35 V,,,,,,,,
Xeon E5607,SLBZ9 (B1),4.0,2.27,—,4 × 256 KB,8 MB,80 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-1066,2011-02-14,AT80614006789AA BX80614E5607,$276,,,,,,,,17×,0.75–1.35 V,,,,,,,,
Xeon E5620,SLBV4 (B1),4.0,2.4,1/1/2/2,4 × 256 KB,12 MB,80 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2010-03-16,AT80614005073AB BX80614E5620,$387,,,,,,,,18×,0.75–1.35 V,,,,,,,,
Xeon E5630,SLBVB (B1),4.0,2.53,1/1/2/2,4 × 256 KB,12 MB,80 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2010-03-16,AT80614005463AA BX80614E5630,$551,,,,,,,,19×,0.75–1.35 V,,,,,,,,
Xeon E5640,SLBVC (B1),4.0,2.67,1/1/2/2,4 × 256 KB,12 MB,80 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2010-03-16,AT80614005466AA BX80614E5640,$774,,,,,,,,20×,0.75–1.35 V,,,,,,,,
Xeon X5647,SLBZ7 (B1),4.0,2.93,1/1/2/2,4 × 256 KB,12 MB,130 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2011-02-14,AT80614006780AA,$774,,,,,,,,22×,0.75–1.35 V,,,,,,,,
Xeon X5667,SLBVA (B1),4.0,3.07,2/2/3/3,4 × 256 KB,12 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614005154AB,$1440,,,,,,,,23×,0.75–1.35 V,,,,,,,,
Xeon X5672,SLBYK (B1),4.0,3.2,2/2/3/3,4 × 256 KB,12 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2011-02-14,AT80614005922AA,$1440,,,,,,,,24×,0.75–1.35 V,,,,,,,,
Xeon X5677,SLBV9 (B1),4.0,3.47,1/1/2/2,4 × 256 KB,12 MB,130 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614005145AB,$1663,,,,,,,,26×,0.75–1.35 V,,,,,,,,
Xeon X5687,SLBVY (B1),4.0,3.6,1/1/2/2,4 × 256 KB,12 MB,130 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2011-02-14,AT80614005919AB,$1663,,,,,,,,27×,0.75–1.35 V,,,,,,,,
Xeon L5609,SLBVJ (B1),4.0,1.87,—,4 × 256 KB,12 MB,40 W,LGA 1366,2 × 4.8 GT/s QPI,3 × DDR3-1066,2010-03-16,AT80614005940AA,$440,,,,,,,,14×,0.75–1.35 V,,,,,,,,
Xeon L5618,SLBX3 (B1),4.0,1.87,1/1/2/3,4 × 256 KB,12 MB,40 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2010-03-16,AT80614005079AB,$530,,,,,,,,14×,0.75–1.35 V,,,,,,,,
Xeon L5630,SLBVD (B1),4.0,2.13,1/1/2/2,4 × 256 KB,12 MB,40 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1066,2010-03-16,AT80614005484AA,$551,,,,,,,,16×,0.75–1.35 V,,,,,,,,
Xeon E5645,SLBWZ (B1),6.0,2.4,1/1/1/1/2/2,6 × 256 KB,12 MB,80 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614003597AC,$551,,,,,,,,18×,0.75–1.35 V,,,,,,,,
Xeon E5649,SLBZ8 (B1),6.0,2.53,1/1/2/2/3/3,6 × 256 KB,12 MB,80 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1333,2011-02-14,AT80614006783AB BX80614E5649,$774,,,,,,,,19×,0.75–1.35 V,,,,,,,,
Xeon X5650,SLBV3 (B1),6.0,2.67,2/2/2/2/3/3,6 × 256 KB,12 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614004320AD BX80614X5650,$996,,,,,,,,20×,0.75–1.35 V,,,,,,,,
Xeon X5660,SLBV6 (B1),6.0,2.8,2/2/2/2/3/3,6 × 256 KB,12 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614005127AA BX80614X5660,$1219,,,,,,,,21×,0.75–1.35 V,,,,,,,,
Xeon X5670,SLBV7 (B1),6.0,2.93,2/2/2/2/3/3,6 × 256 KB,12 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614005130AA BX80614X5670,$1440,,,,,,,,22×,0.75–1.35 V,,,,,,,,
Xeon X5675,SLBYL (B1),6.0,3.07,2/2/2/2/3/3,6 × 256 KB,12 MB,95 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2011-02-14,AT80614006696AA BX80614X5675,$1440,,,,,,,,23×,0.75–1.35 V,,,,,,,,
Xeon X5679,SLC2E (B1),6.0,3.2,1/1/1/1/2/2,6 × 256 KB,12 MB,115 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1066,2011-02-14,AT80614006924AA,OEM,,,,,,,,24×,0.75–1.35 V,,,,,,,,
Xeon X5680,SLBV5 (B1),6.0,3.33,1/1/1/1/2/2,6 × 256 KB,12 MB,130 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614005124AA BX80614X5680,$1663,,,,,,,,25×,0.75–1.35 V,,,,,,,,
Xeon X5690,SLBVX (B1),6.0,3.47,1/1/1/1/2/2,6 × 256 KB,12 MB,130 W,LGA 1366,2 × 6.4 GT/s QPI,3 × DDR3-1333,2011-02-14,AT80614005913AB BX80614X5690,$1663,,,,,,,,26×,0.75–1.35 V,,,,,,,,
Xeon L5638,SLBWY (B1),6.0,2.0,1/1/2/2/3/3,6 × 256 KB,12 MB,60 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614003591AB,$958,,,,,,,,15×,0.75–1.35 V,,,,,,,,
Xeon L5639[11],SLBZJ (B1),6.0,2.13,2/2/3/3/4/4,6 × 256 KB,12 MB,60 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1333,2011-02-14,AT80614005076AB,OEM,,,,,,,,16×,0.75–1.35 V,,,,,,,,
Xeon L5640,SLBV8 (B1),6.0,2.27,2/2/3/3/4/4,6 × 256 KB,12 MB,60 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1333,2010-03-16,AT80614005133AB BX80614L5640,$996,,,,,,,,17×,0.75–1.35 V,,,,,,,,
Xeon L5645[11],SLBVW (B1),6.0,2.4,2/2/3/3/4/4,6 × 256 KB,12 MB,60 W,LGA 1366,2 × 5.86 GT/s QPI,3 × DDR3-1333,2011-02-14,AT80614005136AB,OEM,,,,,,,,18×,0.75–1.35 V,,,,,,,,
Xeon E6510,SLBRL (D0),4.0,1.73,—,4× 256 KB,12 MB,105 W,LGA 1567,4 × 4.8 GT/s QPI,4 × DDR3-1333,2010-03-30,AT80604004896AA,$744,,,,,,,,13×,0.675–1.35 V,,,,,,,,
Xeon E7520,SLBRK (D0),4.0,1.87,—,4× 256 KB,18 MB,105 W,LGA 1567,4 × 4.8 GT/s QPI,4 × DDR3-1333,2010-03-30,AT80604004887AA,$856,,,,,,,,14×,0.675–1.35 V,,,,,,,,
Xeon E7530,SLBRJ (D0),6.0,1.87,2133 MHz,6× 256 KB,12 MB,105 W,LGA 1567,4 × 5.86 GT/s QPI,4 × DDR3-1333,2010-03-30,AT80604004884AA,$1391,,,,,,,,14×,0.675–1.35 V,,,,,,,,
Xeon E6540,SLBRC (D0),6.0,2.0,2266 MHz,6× 256 KB,18 MB,105 W,LGA 1567,4 × 6.4 GT/s QPI,4 × DDR3-1333,2010-03-30,AT80604001800AB,$1712,,,,,,,,15×,0.675–1.35 V,,,,,,,,
